기업명,평균 학점,평균 토익점수,평균 토익스피킹 점수,평균 오픽점수,평균 외국어 개수,평균 자격증 개수,평균 해외경험 횟수,평균 인턴경험 횟수,평균 수상 횟수,평균 봉사 횟수,자격증
㈜퓨트로닉,3.59,683점,-,-,-,2.5개,-,-,1회,1회,"전자기기기능사, 워드프로세서 2급, 워드프로세서 3급, 자동차정비기능사, 전자계산기기능사"
㈜프럼파스트,3.39,704점,IH,-,-,2.4개,-,-,-,1회,"워드프로세서 1급, 전자기기기능사, 지게차운전기능사, 전산회계 1급, MOS"
㈜프로바이오닉,3.63,750점,IL,-,1개,2개,3회,1회,2.5회,2.5회,"식품기사, 워드프로세서 2급, 웹디자인기능사, 전산회계 2급, 컬러리스트산업기사"
㈜프로템,3.56,648점,-,-,1개,2.4개,1.5회,3회,1회,3회,"기계제도기능사, 정보처리기능사, 전자기기기능사, 정보기술자격(ITQ)인증시험, 광고도장기능사"
(주)플레이스엠,3.66,723점,IH,-,1개,2.5개,1.3회,2회,1회,2.3회,"워드프로세서 1급, 컴퓨터활용능력 2급, 정보기술자격(ITQ)인증시험, 정보처리기능사, 컴퓨터그래픽스운용기능사"
(주)마이크로테크,3.49,560점,-,-,1.5개,2.1개,1회,-,-,-,"전산회계 2급, 컴퓨터그래픽스운용기능사, MOS, 정보통신산업기사, 광고도장기능사"
(주)테라텍,3.45,575점,-,-,1개,1.9개,-,1회,1회,2회,"전산응용기계제도기능사, 수치제어선반기능사, 워드프로세서 1급, 수치제어밀링기능사, 굴삭기운전기능사"
(주)티모넷,3.37,732점,IM1,-,1개,2.6개,-,-,1회,-,"정보처리기사, SCJP, MOS, TIQ, 워드프로세서 1급"
(주)베이스,3.74,510점,-,-,1개,1.4개,1회,-,1회,-,
(주)픽소니어,3.8,780점,-,IM2,-,2.2개,1회,-,3회,-,"정보처리기사, 정보기술자격(ITQ)인증시험, 정보처리기능사, 리눅스마스터 2급, 정보처리산업기사"
(주)하이로닉,3.67,777점,IM1,IH,1개,2.5개,1.1회,2.5회,2회,1.1회,"컴퓨터활용능력 2급, 워드프로세서 2급, MOS, 컴퓨터활용능력 3급, 워드프로세서 1급"
태극제약(주),3.57,730점,-,IM1,1개,2.6개,1회,1회,1회,1.4회,"정보처리기능사, 워드프로세서 1급, 정보처리기사, 전산세무 2급, MOS"
태연기계(주),3.61,718점,-,-,1.5개,1.9개,1.3회,-,-,-,"워드프로세서 1급, 워드프로세서 2급, 인터넷정보검색사 1급, 일본어 능력시험(JLPT), 전산응용가공산업기사"
필아이티㈜,3.6,664점,-,IM1,1개,2.2개,1.4회,1.3회,2.4회,1.3회,"정보처리기사, 워드프로세서 1급, SCJP, 정보처리기능사, 컴퓨터활용능력 2급"
하나정보기술(주),3.61,-,-,-,1개,2.7개,-,1회,1회,1회,"정보처리산업기사, 정보처리기능사, 워드프로세서 2급, 무선설비기능사, 사무자동화산업기사"
(주)하드램,3.49,655점,-,IL,1개,1.7개,1.4회,2회,3.5회,2회,"워드프로세서 1급, 광학기사, 정보처리산업기사, 전산회계 1급, 전산회계운용사(전산회계사) 3급"
한국산업기술기획평가원,3.62,739점,IM3,IM2,1.1개,2.3개,1.3회,2.1회,2.2회,4.5회,"컴퓨터활용능력 2급, MOS, 워드프로세서 1급, 정보기술자격(ITQ)인증시험, 워드프로세서 2급"
(주)벽산,3.61,824점,IH,IM3,1개,2.6개,1.1회,1회,2.5회,1.8회,"전기기사, 전기용접기능사, 전산회계 1급, 증권투자상담사, 컴퓨터활용능력 1급"
(주)한국공간정보통신,3.58,694점,-,IM2,1개,2.1개,1.1회,-,1.7회,2회,"정보처리기사, 정보처리산업기사, SCJP, 워드프로세서 1급, 워드프로세서 2급"
(주)한국기능공사,3.5,830점,AL,-,1개,1.9개,1.2회,2회,1회,1.8회,"워드프로세서 1급, 컴퓨터활용능력 2급, 정밀측정산업기사, 정보기기운용기능사, 정보처리기능사"
(주)디아이비,3.43,700점,-,-,1.3개,2개,1.3회,1회,2회,-,"컴퓨터활용능력 2급, MOS, 화학분석기능사, 기계조립기능사, 전기기능사"
(주)한국비즈넷,3.65,760점,-,-,1.3개,2.1개,1.8회,4회,3회,2.3회,"정보처리기사, 워드프로세서 1급, 워드프로세서 2급, 전산회계 1급, MOS"
(주)한국에어로테크,3.45,670점,-,-,1개,2개,-,2회,-,1회,"정보처리기사, 컴퓨터활용능력 2급, 토목기사, 기계제도기능사, 기계조립기능사"
한국코러스(주),3.5,668점,-,-,1개,2.2개,1회,2회,-,1회,"MOS, 컴퓨터활용능력 2급, 전산회계 2급, 공인중개사, 워드프로세서 1급"
㈜한길아이티,3.86,578점,-,IM2,-,2.5개,1.7회,-,1.5회,3회,"정보처리기사, 사무자동화산업기사, 토목기사, MOS, 건설안전기사"
㈜한길바이오네트웍스,3.9,880점,-,-,-,2.8개,-,-,-,-,"정보처리기사, 리눅스마스터 2급, 무선설비기사, 실기교사, 워드프로세서 1급"
(주)한랩,3.58,-,-,-,-,2.6개,1.5회,1회,1회,-,"정보기기운용기능사, 무선설비기능사, 전자계산기기능사, 전자기기기능사, 워드프로세서 2급"
(주)한미엔텍,3.84,-,-,-,-,3개,-,-,-,1회,"전산회계운용사(전산회계사) 3급, 전산세무 2급, 수질환경기사, 워드프로세서 1급, 정보처리기능사"
(주)한백전자,3.85,635점,-,-,-,2.9개,1회,1회,2.5회,2회,"정보처리기사, 컴퓨터활용능력 2급, 워드프로세서 1급, 전자기기기능사, 정보기기운용기능사"
㈜한싹,3.52,-,-,-,-,2.9개,-,2회,3회,2회,"정보처리기사, 정보처리산업기사, SCJP, 정보기기운용기능사, 정보처리기능사"
(주)한울로보틱스,3.79,615점,-,-,1개,1.7개,1회,-,2회,5회,"전산회계 1급, 전자기기기능사, 정보처리기사, 컴퓨터활용능력 2급, 특수용접기능사"
(주)한일에스티엠,3.66,760점,-,-,-,2개,1회,2회,2회,2회,"워드프로세서 1급, 정보기술자격(ITQ)인증시험, 컴퓨터활용능력 2급, 무선설비기사, 정보처리산업기사"
(주)한중엔시에스,3.55,765점,-,-,-,1.9개,1회,2회,-,2회,"MOS, 건축배관기능사, 보일러취급기능사, 사회복지사, 수치제어밀링기능사"
(주)한창시스템,3.63,550점,-,IM1,-,2개,1회,3회,-,2회,"정보기술자격(ITQ)인증시험, 전자기기기능사, 컴퓨터활용능력 2급, 정보처리기사, 컴퓨터활용능력 3급"
㈜한터기술,3.65,613점,-,-,1개,2.3개,1회,1회,1회,1.3회,"워드프로세서 1급, 컴퓨터활용능력 2급, 정보처리기능사, 전자기기기능사, 철도신호기사"
(주)현대포리텍,3.35,-,-,-,-,1.8개,1회,-,-,1회,"전산응용토목제도기능사, 전자기기기능사, 컴퓨터활용능력 2급, 품질관리산업기사, TIQ"
㈜화인코리아,3.55,-,-,-,-,2.5개,-,1회,-,1회,
㈜환경과학기술,3.62,733점,-,-,1.3개,1.8개,1회,1회,1.5회,1회,"정보처리기사, 정보처리산업기사, 지적기사, 측량및지형공간정보기사, 컴퓨터그래픽스운용기능사"
(주)한국이엔씨,3.29,-,-,-,-,1.7개,1회,1회,1회,-,"정보기기운용기능사, 한문품과자격검정, MOS, 방송통신기능사, 승강기기능사"
하이테콤시스템㈜,3.51,-,-,-,-,2.1개,1.5회,-,-,-,"정보처리기능사, 정보처리기사, 정보처리산업기사, 컴퓨터활용능력 2급, MOS"
한국금융공학컨설팅(주),3.4,788점,-,-,-,1.5개,1회,2회,1.5회,1.5회,"정보처리기사, 정보기술자격(ITQ)인증시험, 정보처리기능사, 워드프로세서 2급, 정보기기운용기능사"
(주)에이치코비,3.71,825점,IH,-,1개,2개,2회,-,1회,-,"MOS, 정보기기운용기능사, 수질환경기사, 워드프로세서 1급, 워드프로세서 2급"
한국유니온제약(주),3.52,693점,-,-,1개,2.1개,1.3회,1.3회,1회,2회,"정보기기운용기능사, 컴퓨터활용능력 2급, 정보처리기능사, MOS, 전자기기기능사"
㈜제이비케이파마슈티컬,3.63,725점,-,-,-,1.8개,-,-,-,1회,"워드프로세서 2급, 전산회계운용사(전산회계사) 3급, 정보기기운용기능사, 정보기술자격(ITQ)인증시험, 제과기능사"
한국정보인증㈜,3.61,770점,IM1,IM1,1개,2.1개,1.2회,1.8회,1.8회,2.2회,"정보처리기사, CCNA, MOS, 컴퓨터활용능력 2급, 워드프로세서 1급"
한국차체(주),3.78,-,-,-,-,1.7개,-,-,-,-,"자동차정비기능사, 자동차정비산업기사, 전기기능사, 정보기기운용기능사, 컴퓨터활용능력 1급"
한미스위스광학(주),3.56,675점,-,-,1개,2.2개,1회,1회,1회,4회,"워드프로세서 2급, 정보기기운용기능사, 수치제어선반기능사, 워드프로세서 1급, 전산응용기계제도기능사"
한아에스에스(주),3.41,815점,-,-,2개,2.7개,1회,3회,-,2회,"워드프로세서 1급, 컴퓨터활용능력 2급, 화학분석기능사, 일본어능력시험(JLPT), 전기기능사"
한주금속(주),3.46,707점,-,-,1개,1.7개,-,1회,4회,-,"전자기기기능사, 선반기능사, 수치제어선반기능사, 열처리기능사, 워드프로세서 1급"
현대요트(주),3.52,784점,IH,-,1개,2.6개,1.2회,3회,2회,2회,"유통관리사, 전산회계운용사(전산회계사) 3급, 정보처리기능사, 정보처리기사, 컴퓨터활용능력 2급"
(주)경보제약,3.79,828점,-,IM3,1.3개,2.4개,2.6회,1회,1.8회,1.5회,"정보기기운용기능사, 정보기술자격(ITQ)인증시험, 정보처리기능사, 컴퓨터그래픽스운용기능사, 컴퓨터활용능력 2급"
(주)국일방적,3.61,726점,IH,-,-,2.3개,2회,2회,3회,2.6회,"컴퓨터활용능력 2급, 컴퓨터활용능력 3급, 워드프로세서 2급, 정보처리기능사, 지게차운전기능사"
(주)남양인터내셔날,3.63,829점,AL,IM3,1.5개,1.9개,1.5회,1.3회,1.6회,1.7회,"MOS, 컴퓨터활용능력 2급, 무역영어, 유통관리사, 정보처리기사"
(주)대승,3.46,668점,IH,-,1개,1.8개,1.4회,1.5회,5회,1.5회,"워드프로세서 1급, 컴퓨터활용능력 3급, 컴퓨터활용능력 2급, 유통관리사, 무역영어"
(주)디스플레이테크,3.49,720점,AL,IL,1개,1.7개,1.4회,3회,1회,1회,"전자기기기능사, 정보기기운용기능사, 워드프로세서 2급, 전산회계운용사(전산회계사) 3급, 컴퓨터활용능력 3급"
(주)방림,3.59,741점,IM1,-,1.7개,2.9개,1.8회,1회,1.5회,2회,"컴퓨터활용능력 2급, 워드프로세서 1급, 워드프로세서 2급, ERP정보관리사 회계2급, 워드프로세서 3급"
㈜삼보모토스,3.6,695점,-,-,-,2.3개,-,-,-,-,"워드프로세서 2급, 전자기기기능사, 컴퓨터활용능력 3급, 회계관리 2급, MOUS"
(주)성도이엔지,3.63,813점,IH,-,-,2.2개,1.2회,1회,-,1회,"전기용접기능사, 워드프로세서 2급, 유통관리사, 건축배관기능사, 용접산업기사"
㈜성창인터패션,3.8,816점,-,IM3,1개,2.5개,1.7회,1회,2.5회,1.7회,"정보기기운용기능사, 컴퓨터활용능력 2급, 컴퓨터활용능력 3급, MOS, 워드프로세서 1급"
(주)신영프레시젼,3.53,556점,-,-,1개,1.9개,1.2회,1회,1.7회,3회,"워드프로세서 2급, 컴퓨터활용능력 3급, 워드프로세서 1급, 정보기기운용기능사, 전산응용기계제도기능사"
(주)원일특강,3.55,-,-,-,-,2.6개,2회,1.5회,-,1회,"컴퓨터활용능력 2급, 정보기기운용기능사, 워드프로세서 2급, 전산회계운용사(전산회계사) 3급, 정보처리산업기사"
(주)유니에스,3.6,668점,IM2,IM3,1.2개,2.2개,1.3회,1.9회,1.5회,1.6회,"워드프로세서 2급, 워드프로세서 1급, MOS, 컴퓨터활용능력 2급, 정보처리기능사"
(주)케이씨,3.56,722점,IM3,IM1,1.1개,2.2개,1.1회,2회,1.7회,1.5회,"전자기기기능사, 전기공사기능사, 정보처리기사, 컴퓨터활용능력 2급, 워드프로세서 1급"
(주)켐트로닉스,3.51,755점,IM3,IM1,1.2개,1.9개,1.4회,2회,1.6회,1.7회,"워드프로세서 1급, 컴퓨터활용능력 2급, 워드프로세서 2급, 전자기기기능사, 정보처리기능사"
아비코테크(주),3.31,750점,-,-,1개,1.7개,2회,2회,1회,3회,"전자기기기능사, 정보기기운용기능사, 워드프로세서 2급, 수치제어선반기능사, MOS"
㈜티에스피,3.51,707점,-,-,-,2개,1회,-,-,-,"MOS, 무선설비기능사, 무역영어, 워드프로세서 3급, 유통관리사"
(주)파인디앤씨,3.45,640점,-,IL,1.5개,2.1개,1.6회,-,1.5회,2회,"워드프로세서 2급, 컴퓨터활용능력 3급, 정보기기운용기능사, MOS, 전기공사기능사"
(주)프라코,3.66,582점,-,-,-,1.8개,1회,-,4회,-,"정보처리기사, 자동차정비기능사, 전기공사기능사, 정보처리기능사, 지게차운전기능사"
(주)피씨디렉트,3.35,830점,IH,IH,-,2.3개,1회,1회,1회,3회,"네트워크관리사 2급, 워드프로세서 2급, 인터넷정보검색사 2급, 전자기기기능사, 정보기기운용기능사"
(주)하나로티앤에스,3.6,801점,IH,-,1.5개,1.7개,1.3회,3회,1.3회,1회,"무역영어, 지게차운전기능사, 컴퓨터활용능력 2급, 정보기술자격(ITQ)인증시험, MOS"
(주)한국종합기술,3.81,758점,-,-,2개,3.4개,-,1.5회,1.2회,2.3회,"정보처리기능사, 비서 1급, 컨벤션기획사 2급, 컴퓨터활용능력 1급, 컴퓨터활용능력 2급"
(주)한농화성,3.59,680점,-,-,1.5개,2.6개,-,1.5회,1회,2회,"컴퓨터활용능력 2급, 화학분석기능사, 회계실무사 2급, MOS, 가스산업기사"
강산건설㈜,3.49,750점,-,-,-,2.6개,1회,2.3회,1.7회,3.3회,"사무자동화산업기사, 토목기사, 컴퓨터활용능력 2급, 건설안전기사, 워드프로세서 3급"
광림통상㈜,3.54,820점,IH,IM2,1개,2.1개,1.4회,1.3회,1.3회,2회,"워드프로세서 3급, 정보기기운용기능사, 워드프로세서 1급, MOS, 정보처리기능사"
대협철강(주),3.28,704점,-,-,1개,1.7개,1.3회,-,-,3회,"건축도장기능사, 금속도장기능사, 무선설비기능사, 워드프로세서 1급, 워드프로세서 2급"
부산주공(주),3.71,-,-,-,1개,1.7개,1.5회,1회,-,1회,
삼창기업㈜,3.44,738점,IH,IL,1개,2.2개,1.5회,-,1회,-,"무선설비기능사, 컴퓨터활용능력 3급, 사무자동화산업기사, 워드프로세서 1급, 컴퓨터활용능력 2급"
서울전선(주),3.49,715점,-,-,1개,2.3개,2회,-,-,-,"워드프로세서 2급, 위생사, 전기공사기능사, 전기기기기능사, 정보기기운용기능사"
세일철강(주),3.78,-,-,-,-,2.6개,1회,2회,-,-,"워드프로세서 1급, 워드프로세서 2급, MOS, 인터넷정보검색사 2급, 전기용접기능사"
세종기업(주),3.31,833점,IH,IM3,1개,1.8개,1.6회,-,2.7회,-,"MOS, 컴퓨터활용능력 2급, 전기공사기능사, 전기공사기사, 전기기사"
아주베스틸(주),3.46,721점,-,-,1개,2.6개,1.7회,1회,1회,1.3회,"워드프로세서 1급, 컴퓨터활용능력 2급, MOS, 수치제어선반기능사, 정보처리기능사"
애드스테인리스(주),3.7,-,-,-,1개,1.7개,1회,-,-,-,"사무자동화산업기사, 워드프로세서 2급, 정보처리기사, 정보처리산업기사, CCNA"
신비앤텍(주),3.48,700점,-,IL,1개,2.3개,1.2회,2회,2.3회,1.3회,"워드프로세서 1급, 컴퓨터활용능력 2급, 정보기기운용기능사, MOS, 정보처리기능사"
원영건업(주),3.6,-,-,-,-,2.2개,1회,-,-,-,"사무자동화산업기사, 지게차운전기능사, 컴퓨터활용능력 2급, 건설안전기사, 건축기사"
제신약품(주),3.01,580점,-,-,1개,3개,-,-,-,-,"워드프로세서 2급, 정보기기운용기능사, 정보처리기능사, 컴퓨터그래픽스운용기능사, 컴퓨터활용능력 2급"
(주)니프코코리아,3.68,729점,IM2,IM2,1.1개,2개,1.4회,2회,2회,1.7회,"워드프로세서 2급, 정보처리기능사, 워드프로세서 1급, MOS, ERP정보관리사 회계1급"
(주)동화엔텍,3.67,728점,IH,-,1개,2.3개,1.8회,1회,1회,1.7회,"가스용접기능사, 건축배관기능사, 공조냉동기계기사, 온수온돌기능사, 워드프로세서 1급"
㈜우성엠엔피,3.44,-,-,-,1개,1.9개,-,-,1회,1회,"정보기기운용기능사, 컴퓨터활용능력 2급, 무선설비기능사, 컴퓨터활용능력 3급, 전산회계운용사(전산회계사) 3급"
㈜평화드림,3.43,672점,-,-,-,1.8개,1.3회,1회,2회,2회,"의무기록사, 전산회계 1급, 정보기술자격(ITQ)인증시험, 정보처리기능사, 컴퓨터활용능력 2급"
천경해운(주),3.68,873점,-,-,-,1.9개,1회,-,-,-,"항해사, 전파전자기능사, 통신사, MOUS, 건축도장기능사"
초석건설산업(주),3.34,765점,-,-,-,3.3개,1.6회,-,-,2회,"굴삭기운전기능사, 사무자동화산업기사, 워드프로세서 1급, 워드프로세서 3급, 정보처리기능사"
코스맥스비티아이(주),3.7,835점,IH,IM3,1개,2개,1.2회,1.3회,2회,3.1회,"컴퓨터활용능력 2급, 워드프로세서 1급, 워드프로세서 2급, 정보기기운용기능사, 한자급수자격시험"
폴라리스쉬핑(주),3.53,600점,-,-,1개,2개,1회,-,-,-,
한국다이요잉크,3.57,777점,-,-,1.5개,2.8개,1.4회,2회,1회,1회,"정보기술자격(ITQ)인증시험, 워드프로세서 1급, 컴퓨터활용능력 2급, 파생상품투자상담사, 한자 자격 시험"
니덱모빌리티코리아㈜,3.42,736점,IH,IM1,1개,2.5개,1회,3회,2.5회,1.2회,"워드프로세서 1급, 정보기기운용기능사, 정보처리기능사, 컴퓨터활용능력 3급, 컴퓨터활용능력 2급"
한국주철관공업(주),3.5,595점,-,-,1.7개,2.2개,1회,1회,2회,2회,"유통관리사, 컴퓨터활용능력 2급, MOS, 건설기계산업기사, 워드프로세서 2급"
유진로지스틱스,3.7,597점,IM1,IM1,2개,2.3개,1.5회,1.7회,3회,2회,"워드프로세서 2급, 정보처리기사, MOS, SCJP, 컴퓨터활용능력 2급"
한맥중공업(주),3.55,816점,IH,-,1개,2.2개,1.3회,-,2회,-,"워드프로세서 1급, 정보기기운용기능사, 기계설계산업기사, 사무자동화산업기사, 수치제어선반기능사"
한일튜브(주),3.29,805점,-,IL,1개,2개,1회,1회,2회,1.5회,"워드프로세서 1급, MOS, 워드프로세서 2급, 워드프로세서 3급, 자동차정비기능사"
(주)국동,3.61,832점,IH,-,1.2개,1.7개,1.4회,-,2회,3회,"워드프로세서 2급, 컴퓨터활용능력 2급, 한자 자격 시험, ICDL(International Computer Driving Licence), MOS"
(주)다이아벨,3.51,710점,-,-,1개,2.3개,1.6회,4회,1회,1회,"워드프로세서 1급, 컴퓨터활용능력 3급, 정보기기운용기능사, 정보처리기능사, 워드프로세서 2급"
(주)동방아그로,3.56,850점,-,-,2개,3.3개,1회,-,2회,1.6회,"워드프로세서 1급, 무역영어, 상공회의소한자, 수치제어밀링기능사, 워드프로세서 2급"
